Year,SCL,Species
1999,100.7,Caretta caretta
1999,101.4,Caretta caretta
1999,101.6,Caretta caretta
1999,101.7,Caretta caretta
1999,101.9,Caretta caretta
1999,102.4,Caretta caretta
1999,102.6,Caretta caretta
1999,102.6,Caretta caretta
1999,103.6,Caretta caretta
1999,103.8,Caretta caretta
1999,104.2,Caretta caretta
1999,107.5,Caretta caretta
2000,76,Caretta caretta
2000,77.3,Caretta caretta
2000,78.3,Caretta caretta
2000,79.9,Caretta caretta
2000,81,Caretta caretta
2000,81.4,Caretta caretta
2000,82,Caretta caretta
2000,82.3,Caretta caretta
2000,82.3,Caretta caretta
2000,82.4,Caretta caretta
2000,82.6,Caretta caretta
2000,83.6,Caretta caretta
2000,83.6,Caretta caretta
2000,83.7,Caretta caretta
2000,83.9,Caretta caretta
2000,83.9,Caretta caretta
2000,84,Caretta caretta
2000,84.1,Caretta caretta
2000,84.2,Caretta caretta
2000,84.4,Caretta caretta
2000,84.5,Caretta caretta
2000,84.5,Caretta caretta
2000,84.5,Caretta caretta
2000,84.7,Caretta caretta
2000,84.7,Caretta caretta
2000,84.9,Caretta caretta
2000,84.9,Caretta caretta
2000,85,Caretta caretta
2000,85.1,Caretta caretta
2000,85.2,Caretta caretta
2000,85.2,Caretta caretta
2000,85.2,Caretta caretta
2000,85.4,Caretta caretta
2000,85.4,Caretta caretta
2000,85.5,Caretta caretta
2000,85.6,Caretta caretta
2000,85.6,Caretta caretta
2000,85.6,Caretta caretta
2000,85.7,Caretta caretta
2000,85.7,Caretta caretta
2000,85.8,Caretta caretta
2000,86,Caretta caretta
2000,86.1,Caretta caretta
2000,86.1,Caretta caretta
2000,86.2,Caretta caretta
2000,86.3,Caretta caretta
2000,86.5,Caretta caretta
2000,86.5,Caretta caretta
2000,86.6,Caretta caretta
2000,86.6,Caretta caretta
2000,86.7,Caretta caretta
2000,86.8,Caretta caretta
2000,86.8,Caretta caretta
2000,86.9,Caretta caretta
2000,87.1,Caretta caretta
2000,87.1,Caretta caretta
2000,87.2,Caretta caretta
2000,87.2,Caretta caretta
2000,87.3,Caretta caretta
2000,87.4,Caretta caretta
2000,87.5,Caretta caretta
2000,87.5,Caretta caretta
2000,87.6,Caretta caretta
2000,87.6,Caretta caretta
2000,87.7,Caretta caretta
2000,87.7,Caretta caretta
2000,87.8,Caretta caretta
2000,88.1,Caretta caretta
2000,88.2,Caretta caretta
2000,88.2,Caretta caretta
2000,88.2,Caretta caretta
2000,88.2,Caretta caretta
2000,88.2,Caretta caretta
2000,88.2,Caretta caretta
2000,88.3,Caretta caretta
2000,88.3,Caretta caretta
2000,88.4,Caretta caretta
2000,88.5,Caretta caretta
2000,88.6,Caretta caretta
2000,88.6,Caretta caretta
2000,88.6,Caretta caretta
2000,88.7,Caretta caretta
2000,88.7,Caretta caretta
2000,88.8,Caretta caretta
2000,88.9,Caretta caretta
2000,89,Caretta caretta
2000,89,Caretta caretta
2000,89.1,Caretta caretta
2000,89.1,Caretta caretta
2000,89.2,Caretta caretta
2000,89.2,Caretta caretta
2000,89.2,Caretta caretta
2000,89.4,Caretta caretta
2000,89.5,Caretta caretta
2000,89.5,Caretta caretta
2000,89.5,Caretta caretta
2000,89.5,Caretta caretta
2000,89.6,Caretta caretta
2000,89.7,Caretta caretta
2000,89.8,Caretta caretta
2000,89.8,Caretta caretta
2000,89.8,Caretta caretta
2000,89.9,Caretta caretta
2000,89.9,Caretta caretta
2000,89.9,Caretta caretta
2000,89.9,Caretta caretta
2000,90,Caretta caretta
2000,90.1,Caretta caretta
2000,90.1,Caretta caretta
2000,90.1,Caretta caretta
2000,90.2,Caretta caretta
2000,90.2,Caretta caretta
2000,90.3,Caretta caretta
2000,90.4,Caretta caretta
2000,90.6,Caretta caretta
2000,90.6,Caretta caretta
2000,90.9,Caretta caretta
2000,90.9,Caretta caretta
2000,91.1,Caretta caretta
2000,91.1,Caretta caretta
2000,91.3,Caretta caretta
2000,91.3,Caretta caretta
2000,91.5,Caretta caretta
2000,91.6,Caretta caretta
2000,91.8,Caretta caretta
2000,91.8,Caretta caretta
2000,91.9,Caretta caretta
2000,92,Caretta caretta
2000,92,Caretta caretta
2000,92.3,Caretta caretta
2000,92.4,Caretta caretta
2000,92.4,Caretta caretta
2000,92.4,Caretta caretta
2000,92.4,Caretta caretta
2000,92.5,Caretta caretta
2000,92.5,Caretta caretta
2000,92.5,Caretta caretta
2000,92.5,Caretta caretta
2000,92.5,Caretta caretta
2000,92.6,Caretta caretta
2000,92.6,Caretta caretta
2000,92.7,Caretta caretta
2000,92.8,Caretta caretta
2000,93,Caretta caretta
2000,93,Caretta caretta
2000,93,Caretta caretta
2000,93.1,Caretta caretta
2000,93.1,Caretta caretta
2000,93.1,Caretta caretta
2000,93.1,Caretta caretta
2000,93.2,Caretta caretta
2000,93.3,Caretta caretta
2000,93.4,Caretta caretta
2000,93.4,Caretta caretta
2000,93.4,Caretta caretta
2000,93.6,Caretta caretta
2000,93.6,Caretta caretta
2000,93.6,Caretta caretta
2000,93.6,Caretta caretta
2000,93.7,Caretta caretta
2000,93.9,Caretta caretta
2000,94,Caretta caretta
2000,94.1,Caretta caretta
2000,94.2,Caretta caretta
2000,94.2,Caretta caretta
2000,94.2,Caretta caretta
2000,94.3,Caretta caretta
2000,94.5,Caretta caretta
2000,94.6,Caretta caretta
2000,94.6,Caretta caretta
2000,94.6,Caretta caretta
2000,94.7,Caretta caretta
2000,94.8,Caretta caretta
2000,94.9,Caretta caretta
2000,94.9,Caretta caretta
2000,95,Caretta caretta
2000,95.1,Caretta caretta
2000,95.3,Caretta caretta
2000,95.3,Caretta caretta
2000,95.4,Caretta caretta
2000,95.4,Caretta caretta
2000,95.5,Caretta caretta
2000,95.5,Caretta caretta
2000,95.7,Caretta caretta
2000,95.9,Caretta caretta
2000,96,Caretta caretta
2000,96,Caretta caretta
2000,96,Caretta caretta
2000,96.1,Caretta caretta
2000,96.2,Caretta caretta
2000,96.3,Caretta caretta
2000,96.3,Caretta caretta
2000,96.4,Caretta caretta
2000,96.4,Caretta caretta
2000,96.6,Caretta caretta
2000,96.6,Caretta caretta
2000,96.8,Caretta caretta
2000,97,Caretta caretta
2000,97.1,Caretta caretta
2000,97.6,Caretta caretta
2000,97.7,Caretta caretta
2000,97.7,Caretta caretta
2000,97.8,Caretta caretta
2000,98.2,Caretta caretta
2000,98.2,Caretta caretta
2000,98.5,Caretta caretta
2000,98.6,Caretta caretta
2000,98.7,Caretta caretta
2000,98.7,Caretta caretta
2000,98.8,Caretta caretta
2000,99,Caretta caretta
2000,99,Caretta caretta
2000,100.1,Caretta caretta
2000,100.5,Caretta caretta
2000,100.6,Caretta caretta
2000,100.6,Caretta caretta
2000,100.8,Caretta caretta
2000,101,Caretta caretta
2000,101.1,Caretta caretta
2000,101.5,Caretta caretta
2000,101.6,Caretta caretta
2000,101.6,Caretta caretta
2000,101.7,Caretta caretta
2000,101.9,Caretta caretta
2000,102,Caretta caretta
2000,102.5,Caretta caretta
2000,102.6,Caretta caretta
2000,102.8,Caretta caretta
2000,103.2,Caretta caretta
2000,103.3,Caretta caretta
2000,104,Caretta caretta
2000,104,Caretta caretta
2000,104.1,Caretta caretta
2000,104.2,Caretta caretta
2001,78.8,Caretta caretta
2001,79.9,Caretta caretta
2001,80.5,Caretta caretta
2001,81.4,Caretta caretta
2001,81.4,Caretta caretta
2001,81.7,Caretta caretta
2001,81.8,Caretta caretta
2001,82.6,Caretta caretta
2001,82.8,Caretta caretta
2001,82.9,Caretta caretta
2001,82.9,Caretta caretta
2001,83,Caretta caretta
2001,83.1,Caretta caretta
2001,83.2,Caretta caretta
2001,83.2,Caretta caretta
2001,83.4,Caretta caretta
2001,83.8,Caretta caretta
2001,83.9,Caretta caretta
2001,84.2,Caretta caretta
2001,84.2,Caretta caretta
2001,84.4,Caretta caretta
2001,84.6,Caretta caretta
2001,84.7,Caretta caretta
2001,84.7,Caretta caretta
2001,84.9,Caretta caretta
2001,84.9,Caretta caretta
2001,85.5,Caretta caretta
2001,85.5,Caretta caretta
2001,85.5,Caretta caretta
2001,85.9,Caretta caretta
2001,86.1,Caretta caretta
2001,86.1,Caretta caretta
2001,86.4,Caretta caretta
2001,86.4,Caretta caretta
2001,86.6,Caretta caretta
2001,86.6,Caretta caretta
2001,86.6,Caretta caretta
2001,86.7,Caretta caretta
2001,86.8,Caretta caretta
2001,86.8,Caretta caretta
2001,86.9,Caretta caretta
2001,87.1,Caretta caretta
2001,87.1,Caretta caretta
2001,87.3,Caretta caretta
2001,87.4,Caretta caretta
2001,87.8,Caretta caretta
2001,87.9,Caretta caretta
2001,87.9,Caretta caretta
2001,88,Caretta caretta
2001,88,Caretta caretta
2001,88.2,Caretta caretta
2001,88.2,Caretta caretta
2001,88.3,Caretta caretta
2001,88.3,Caretta caretta
2001,88.4,Caretta caretta
2001,88.4,Caretta caretta
2001,88.5,Caretta caretta
2001,88.5,Caretta caretta
2001,88.5,Caretta caretta
2001,88.7,Caretta caretta
2001,88.8,Caretta caretta
2001,88.8,Caretta caretta
2001,88.8,Caretta caretta
2001,89,Caretta caretta
2001,89,Caretta caretta
2001,89,Caretta caretta
2001,89.2,Caretta caretta
2001,89.3,Caretta caretta
2001,89.4,Caretta caretta
2001,89.4,Caretta caretta
2001,89.4,Caretta caretta
2001,89.6,Caretta caretta
2001,89.6,Caretta caretta
2001,89.6,Caretta caretta
2001,89.7,Caretta caretta
2001,89.7,Caretta caretta
2001,89.9,Caretta caretta
2001,90,Caretta caretta
2001,90,Caretta caretta
2001,90.1,Caretta caretta
2001,90.1,Caretta caretta
2001,90.1,Caretta caretta
2001,90.1,Caretta caretta
2001,90.2,Caretta caretta
2001,90.3,Caretta caretta
2001,90.3,Caretta caretta
2001,90.4,Caretta caretta
2001,90.4,Caretta caretta
2001,90.4,Caretta caretta
2001,90.4,Caretta caretta
2001,90.5,Caretta caretta
2001,90.6,Caretta caretta
2001,90.7,Caretta caretta
2001,90.8,Caretta caretta
2001,90.8,Caretta caretta
2001,90.8,Caretta caretta
2001,90.9,Caretta caretta
2001,91,Caretta caretta
2001,91.2,Caretta caretta
2001,91.3,Caretta caretta
2001,91.4,Caretta caretta
2001,91.4,Caretta caretta
2001,91.5,Caretta caretta
2001,91.6,Caretta caretta
2001,91.7,Caretta caretta
2001,92,Caretta caretta
2001,92,Caretta caretta
2001,92.1,Caretta caretta
2001,92.1,Caretta caretta
2001,92.1,Caretta caretta
2001,92.1,Caretta caretta
2001,92.2,Caretta caretta
2001,92.2,Caretta caretta
2001,92.3,Caretta caretta
2001,92.5,Caretta caretta
2001,92.5,Caretta caretta
2001,92.5,Caretta caretta
2001,92.6,Caretta caretta
2001,92.6,Caretta caretta
2001,92.8,Caretta caretta
2001,92.8,Caretta caretta
2001,92.9,Caretta caretta
2001,93,Caretta caretta
2001,93.1,Caretta caretta
2001,93.4,Caretta caretta
2001,93.4,Caretta caretta
2001,93.5,Caretta caretta
2001,93.5,Caretta caretta
2001,93.8,Caretta caretta
2001,94,Caretta caretta
2001,94,Caretta caretta
2001,94.1,Caretta caretta
2001,94.2,Caretta caretta
2001,94.3,Caretta caretta
2001,94.3,Caretta caretta
2001,94.4,Caretta caretta
2001,94.7,Caretta caretta
2001,94.7,Caretta caretta
2001,94.8,Caretta caretta
2001,94.8,Caretta caretta
2001,94.9,Caretta caretta
2001,94.9,Caretta caretta
2001,94.9,Caretta caretta
2001,94.9,Caretta caretta
2001,95,Caretta caretta
2001,95,Caretta caretta
2001,95.1,Caretta caretta
2001,95.1,Caretta caretta
2001,95.1,Caretta caretta
2001,95.2,Caretta caretta
2001,95.4,Caretta caretta
2001,95.4,Caretta caretta
2001,95.5,Caretta caretta
2001,95.8,Caretta caretta
2001,95.9,Caretta caretta
2001,95.9,Caretta caretta
2001,96,Caretta caretta
2001,96,Caretta caretta
2001,96,Caretta caretta
2001,96.1,Caretta caretta
2001,96.1,Caretta caretta
2001,96.1,Caretta caretta
2001,96.2,Caretta caretta
2001,96.2,Caretta caretta
2001,96.3,Caretta caretta
2001,96.3,Caretta caretta
2001,96.4,Caretta caretta
2001,96.6,Caretta caretta
2001,96.7,Caretta caretta
2001,96.7,Caretta caretta
2001,96.7,Caretta caretta
2001,96.7,Caretta caretta
2001,96.8,Caretta caretta
2001,96.8,Caretta caretta
2001,97.2,Caretta caretta
2001,97.2,Caretta caretta
2001,97.3,Caretta caretta
2001,97.3,Caretta caretta
2001,97.3,Caretta caretta
2001,97.3,Caretta caretta
2001,97.7,Caretta caretta
2001,98,Caretta caretta
2001,98,Caretta caretta
2001,98.2,Caretta caretta
2001,98.4,Caretta caretta
2001,98.5,Caretta caretta
2001,98.5,Caretta caretta
2001,98.6,Caretta caretta
2001,98.6,Caretta caretta
2001,98.8,Caretta caretta
2001,98.9,Caretta caretta
2001,99.2,Caretta caretta
2001,99.4,Caretta caretta
2001,99.5,Caretta caretta
2001,99.6,Caretta caretta
2001,100.4,Caretta caretta
2001,100.5,Caretta caretta
2001,100.8,Caretta caretta
2001,100.8,Caretta caretta
2001,101.1,Caretta caretta
2001,101.3,Caretta caretta
2001,101.5,Caretta caretta
2001,101.8,Caretta caretta
2001,101.9,Caretta caretta
2001,102.5,Caretta caretta
2001,103.4,Caretta caretta
2001,104,Caretta caretta
2001,104.1,Caretta caretta
2001,104.7,Caretta caretta
2002,77.6,Caretta caretta
2002,78.8,Caretta caretta
2002,79.1,Caretta caretta
2002,81.4,Caretta caretta
2002,81.6,Caretta caretta
2002,81.7,Caretta caretta
2002,81.8,Caretta caretta
2002,82,Caretta caretta
2002,82.6,Caretta caretta
2002,83,Caretta caretta
2002,83.7,Caretta caretta
2002,83.9,Caretta caretta
2002,84.2,Caretta caretta
2002,84.2,Caretta caretta
2002,84.6,Caretta caretta
2002,84.8,Caretta caretta
2002,84.9,Caretta caretta
2002,85.3,Caretta caretta
2002,85.4,Caretta caretta
2002,85.5,Caretta caretta
2002,85.5,Caretta caretta
2002,85.5,Caretta caretta
2002,85.7,Caretta caretta
2002,85.7,Caretta caretta
2002,85.8,Caretta caretta
2002,86.2,Caretta caretta
2002,86.4,Caretta caretta
2002,86.5,Caretta caretta
2002,86.6,Caretta caretta
2002,86.6,Caretta caretta
2002,86.7,Caretta caretta
2002,86.7,Caretta caretta
2002,86.9,Caretta caretta
2002,86.9,Caretta caretta
2002,87,Caretta caretta
2002,87.1,Caretta caretta
2002,87.3,Caretta caretta
2002,87.4,Caretta caretta
2002,87.4,Caretta caretta
2002,87.7,Caretta caretta
2002,87.9,Caretta caretta
2002,88,Caretta caretta
2002,88.2,Caretta caretta
2002,88.3,Caretta caretta
2002,88.4,Caretta caretta
2002,88.4,Caretta caretta
2002,88.4,Caretta caretta
2002,88.6,Caretta caretta
2002,88.6,Caretta caretta
2002,88.8,Caretta caretta
2002,88.8,Caretta caretta
2002,88.9,Caretta caretta
2002,88.9,Caretta caretta
2002,88.9,Caretta caretta
2002,88.9,Caretta caretta
2002,88.9,Caretta caretta
2002,89,Caretta caretta
2002,89,Caretta caretta
2002,89.1,Caretta caretta
2002,89.2,Caretta caretta
2002,89.2,Caretta caretta
2002,89.5,Caretta caretta
2002,89.6,Caretta caretta
2002,89.7,Caretta caretta
2002,89.8,Caretta caretta
2002,89.9,Caretta caretta
2002,89.9,Caretta caretta
2002,90,Caretta caretta
2002,90,Caretta caretta
2002,90.1,Caretta caretta
2002,90.1,Caretta caretta
2002,90.3,Caretta caretta
2002,90.5,Caretta caretta
2002,90.7,Caretta caretta
2002,90.8,Caretta caretta
2002,90.9,Caretta caretta
2002,90.9,Caretta caretta
2002,90.9,Caretta caretta
2002,90.9,Caretta caretta
2002,91,Caretta caretta
2002,91,Caretta caretta
2002,91.1,Caretta caretta
2002,91.2,Caretta caretta
2002,91.3,Caretta caretta
2002,91.4,Caretta caretta
2002,91.6,Caretta caretta
2002,91.6,Caretta caretta
2002,91.6,Caretta caretta
2002,91.6,Caretta caretta
2002,91.7,Caretta caretta
2002,91.7,Caretta caretta
2002,91.7,Caretta caretta
2002,92,Caretta caretta
2002,92.1,Caretta caretta
2002,92.1,Caretta caretta
2002,92.1,Caretta caretta
2002,92.2,Caretta caretta
2002,92.2,Caretta caretta
2002,92.3,Caretta caretta
2002,92.3,Caretta caretta
2002,92.4,Caretta caretta
2002,92.4,Caretta caretta
2002,92.4,Caretta caretta
2002,92.6,Caretta caretta
2002,92.7,Caretta caretta
2002,92.7,Caretta caretta
2002,92.7,Caretta caretta
2002,92.8,Caretta caretta
2002,92.8,Caretta caretta
2002,92.8,Caretta caretta
2002,93,Caretta caretta
2002,93.1,Caretta caretta
2002,93.2,Caretta caretta
2002,93.2,Caretta caretta
2002,93.3,Caretta caretta
2002,93.3,Caretta caretta
2002,93.4,Caretta caretta
2002,93.4,Caretta caretta
2002,93.5,Caretta caretta
2002,93.6,Caretta caretta
2002,94,Caretta caretta
2002,94.1,Caretta caretta
2002,94.2,Caretta caretta
2002,94.3,Caretta caretta
2002,94.3,Caretta caretta
2002,94.4,Caretta caretta
2002,94.5,Caretta caretta
2002,94.5,Caretta caretta
2002,94.5,Caretta caretta
2002,94.5,Caretta caretta
2002,94.6,Caretta caretta
2002,94.6,Caretta caretta
2002,94.6,Caretta caretta
2002,94.7,Caretta caretta
2002,94.8,Caretta caretta
2002,94.9,Caretta caretta
2002,94.9,Caretta caretta
2002,95,Caretta caretta
2002,95.4,Caretta caretta
2002,95.4,Caretta caretta
2002,95.5,Caretta caretta
2002,95.5,Caretta caretta
2002,95.6,Caretta caretta
2002,95.6,Caretta caretta
2002,95.7,Caretta caretta
2002,95.8,Caretta caretta
2002,96,Caretta caretta
2002,96.1,Caretta caretta
2002,96.1,Caretta caretta
2002,96.3,Caretta caretta
2002,96.3,Caretta caretta
2002,96.4,Caretta caretta
2002,96.4,Caretta caretta
2002,96.4,Caretta caretta
2002,96.4,Caretta caretta
2002,96.6,Caretta caretta
2002,96.6,Caretta caretta
2002,96.7,Caretta caretta
2002,96.8,Caretta caretta
2002,96.8,Caretta caretta
2002,96.9,Caretta caretta
2002,97,Caretta caretta
2002,97.1,Caretta caretta
2002,97.3,Caretta caretta
2002,97.3,Caretta caretta
2002,97.4,Caretta caretta
2002,97.4,Caretta caretta
2002,97.4,Caretta caretta
2002,97.7,Caretta caretta
2002,97.8,Caretta caretta
2002,97.9,Caretta caretta
2002,98,Caretta caretta
2002,98,Caretta caretta
2002,98.1,Caretta caretta
2002,98.3,Caretta caretta
2002,98.3,Caretta caretta
2002,98.4,Caretta caretta
2002,98.6,Caretta caretta
2002,98.6,Caretta caretta
2002,98.7,Caretta caretta
2002,98.8,Caretta caretta
2002,99,Caretta caretta
2002,99.1,Caretta caretta
2002,99.2,Caretta caretta
2002,99.4,Caretta caretta
2002,99.5,Caretta caretta
2002,99.6,Caretta caretta
2002,99.9,Caretta caretta
2002,100.3,Caretta caretta
2002,101.1,Caretta caretta
2002,101.1,Caretta caretta
2002,101.3,Caretta caretta
2002,101.4,Caretta caretta
2002,101.4,Caretta caretta
2002,101.7,Caretta caretta
2002,101.9,Caretta caretta
2002,102,Caretta caretta
2002,102.7,Caretta caretta
2002,103.5,Caretta caretta
2002,104.5,Caretta caretta
2002,110.7,Caretta caretta
2003,70.1,Caretta caretta
2003,78.9,Caretta caretta
2003,79.1,Caretta caretta
2003,79.9,Caretta caretta
2003,80.3,Caretta caretta
2003,81,Caretta caretta
2003,81.1,Caretta caretta
2003,81.6,Caretta caretta
2003,81.7,Caretta caretta
2003,83.2,Caretta caretta
2003,83.6,Caretta caretta
2003,83.9,Caretta caretta
2003,84.7,Caretta caretta
2003,84.9,Caretta caretta
2003,85.4,Caretta caretta
2003,85.6,Caretta caretta
2003,86.3,Caretta caretta
2003,86.6,Caretta caretta
2003,86.7,Caretta caretta
2003,87.2,Caretta caretta
2003,87.5,Caretta caretta
2003,87.5,Caretta caretta
2003,87.6,Caretta caretta
2003,87.8,Caretta caretta
2003,87.9,Caretta caretta
2003,88,Caretta caretta
2003,88.1,Caretta caretta
2003,88.3,Caretta caretta
2003,88.4,Caretta caretta
2003,88.5,Caretta caretta
2003,88.5,Caretta caretta
2003,88.5,Caretta caretta
2003,88.8,Caretta caretta
2003,88.9,Caretta caretta
2003,89,Caretta caretta
2003,89.3,Caretta caretta
2003,89.4,Caretta caretta
2003,89.4,Caretta caretta
2003,89.5,Caretta caretta
2003,89.5,Caretta caretta
2003,89.6,Caretta caretta
2003,89.7,Caretta caretta
2003,89.8,Caretta caretta
2003,89.9,Caretta caretta
2003,90,Caretta caretta
2003,90.2,Caretta caretta
2003,90.2,Caretta caretta
2003,90.4,Caretta caretta
2003,90.4,Caretta caretta
2003,90.5,Caretta caretta
2003,90.7,Caretta caretta
2003,91.2,Caretta caretta
2003,91.3,Caretta caretta
2003,91.3,Caretta caretta
2003,91.3,Caretta caretta
2003,91.6,Caretta caretta
2003,91.8,Caretta caretta
2003,91.8,Caretta caretta
2003,91.8,Caretta caretta
2003,91.9,Caretta caretta
2003,91.9,Caretta caretta
2003,91.9,Caretta caretta
2003,92,Caretta caretta
2003,92.2,Caretta caretta
2003,92.2,Caretta caretta
2003,92.2,Caretta caretta
2003,92.3,Caretta caretta
2003,92.3,Caretta caretta
2003,92.3,Caretta caretta
2003,92.4,Caretta caretta
2003,92.6,Caretta caretta
2003,92.7,Caretta caretta
2003,93.1,Caretta caretta
2003,93.1,Caretta caretta
2003,93.2,Caretta caretta
2003,93.2,Caretta caretta
2003,93.2,Caretta caretta
2003,93.4,Caretta caretta
2003,93.4,Caretta caretta
2003,93.5,Caretta caretta
2003,93.6,Caretta caretta
2003,93.8,Caretta caretta
2003,93.8,Caretta caretta
2003,93.8,Caretta caretta
2003,93.9,Caretta caretta
2003,94,Caretta caretta
2003,94.2,Caretta caretta
2003,94.3,Caretta caretta
2003,94.4,Caretta caretta
2003,94.4,Caretta caretta
2003,94.4,Caretta caretta
2003,94.4,Caretta caretta
2003,94.6,Caretta caretta
2003,94.8,Caretta caretta
2003,94.9,Caretta caretta
2003,95,Caretta caretta
2003,95.1,Caretta caretta
2003,95.2,Caretta caretta
2003,95.6,Caretta caretta
2003,95.7,Caretta caretta
2003,95.7,Caretta caretta
2003,95.8,Caretta caretta
2003,95.9,Caretta caretta
2003,95.9,Caretta caretta
2003,96.1,Caretta caretta
2003,96.3,Caretta caretta
2003,96.4,Caretta caretta
2003,96.6,Caretta caretta
2003,96.9,Caretta caretta
2003,97,Caretta caretta
2003,97.1,Caretta caretta
2003,97.2,Caretta caretta
2003,97.2,Caretta caretta
2003,97.2,Caretta caretta
2003,97.3,Caretta caretta
2003,97.6,Caretta caretta
2003,98,Caretta caretta
2003,98.2,Caretta caretta
2003,98.4,Caretta caretta
2003,98.4,Caretta caretta
2003,99.2,Caretta caretta
2003,99.5,Caretta caretta
2003,100.1,Caretta caretta
2003,100.2,Caretta caretta
2003,100.5,Caretta caretta
2003,100.7,Caretta caretta
2003,100.7,Caretta caretta
2003,101.1,Caretta caretta
2003,101.5,Caretta caretta
2003,101.6,Caretta caretta
2003,101.6,Caretta caretta
2003,101.6,Caretta caretta
2003,101.9,Caretta caretta
2003,102.4,Caretta caretta
2003,103.2,Caretta caretta
2003,104.3,Caretta caretta
2003,105.7,Caretta caretta
2003,106.6,Caretta caretta
2003,107.1,Caretta caretta
2003,108,Caretta caretta
2004,78.9,Caretta caretta
2004,79.1,Caretta caretta
2004,80.1,Caretta caretta
2004,82.6,Caretta caretta
2004,82.9,Caretta caretta
2004,82.9,Caretta caretta
2004,83.6,Caretta caretta
2004,83.8,Caretta caretta
2004,83.8,Caretta caretta
2004,84.1,Caretta caretta
2004,84.5,Caretta caretta
2004,84.5,Caretta caretta
2004,84.6,Caretta caretta
2004,85,Caretta caretta
2004,85.2,Caretta caretta
2004,85.3,Caretta caretta
2004,85.3,Caretta caretta
2004,85.4,Caretta caretta
2004,85.5,Caretta caretta
2004,85.6,Caretta caretta
2004,85.7,Caretta caretta
2004,85.7,Caretta caretta
2004,85.8,Caretta caretta
2004,85.9,Caretta caretta
2004,86.1,Caretta caretta
2004,86.1,Caretta caretta
2004,86.2,Caretta caretta
2004,86.4,Caretta caretta
2004,86.4,Caretta caretta
2004,86.4,Caretta caretta
2004,86.5,Caretta caretta
2004,86.6,Caretta caretta
2004,86.7,Caretta caretta
2004,87.2,Caretta caretta
2004,87.2,Caretta caretta
2004,87.3,Caretta caretta
2004,87.3,Caretta caretta
2004,87.4,Caretta caretta
2004,87.4,Caretta caretta
2004,87.4,Caretta caretta
2004,87.6,Caretta caretta
2004,87.6,Caretta caretta
2004,87.7,Caretta caretta
2004,87.7,Caretta caretta
2004,87.8,Caretta caretta
2004,87.9,Caretta caretta
2004,88,Caretta caretta
2004,88,Caretta caretta
2004,88.3,Caretta caretta
2004,88.5,Caretta caretta
2004,88.5,Caretta caretta
2004,88.5,Caretta caretta
2004,88.6,Caretta caretta
2004,88.6,Caretta caretta
2004,88.6,Caretta caretta
2004,88.7,Caretta caretta
2004,88.9,Caretta caretta
2004,89,Caretta caretta
2004,89.2,Caretta caretta
2004,89.2,Caretta caretta
2004,89.3,Caretta caretta
2004,89.4,Caretta caretta
2004,89.4,Caretta caretta
2004,89.7,Caretta caretta
2004,89.8,Caretta caretta
2004,89.9,Caretta caretta
2004,90,Caretta caretta
2004,90.1,Caretta caretta
2004,90.3,Caretta caretta
2004,90.4,Caretta caretta
2004,90.6,Caretta caretta
2004,90.7,Caretta caretta
2004,90.9,Caretta caretta
2004,91,Caretta caretta
2004,91.1,Caretta caretta
2004,91.2,Caretta caretta
2004,91.3,Caretta caretta
2004,91.3,Caretta caretta
2004,91.4,Caretta caretta
2004,91.4,Caretta caretta
2004,91.5,Caretta caretta
2004,91.6,Caretta caretta
2004,91.7,Caretta caretta
2004,92,Caretta caretta
2004,92,Caretta caretta
2004,92.2,Caretta caretta
2004,92.4,Caretta caretta
2004,92.5,Caretta caretta
2004,92.6,Caretta caretta
2004,92.6,Caretta caretta
2004,92.6,Caretta caretta
2004,92.8,Caretta caretta
2004,93.1,Caretta caretta
2004,93.1,Caretta caretta
2004,93.1,Caretta caretta
2004,93.2,Caretta caretta
2004,93.2,Caretta caretta
2004,93.3,Caretta caretta
2004,93.4,Caretta caretta
2004,93.7,Caretta caretta
2004,93.8,Caretta caretta
2004,93.9,Caretta caretta
2004,94,Caretta caretta
2004,94,Caretta caretta
2004,94,Caretta caretta
2004,94.1,Caretta caretta
2004,94.1,Caretta caretta
2004,94.1,Caretta caretta
2004,94.4,Caretta caretta
2004,94.4,Caretta caretta
2004,94.5,Caretta caretta
2004,94.6,Caretta caretta
2004,94.7,Caretta caretta
2004,94.7,Caretta caretta
2004,94.8,Caretta caretta
2004,94.8,Caretta caretta
2004,94.8,Caretta caretta
2004,94.9,Caretta caretta
2004,95.1,Caretta caretta
2004,95.3,Caretta caretta
2004,95.3,Caretta caretta
2004,95.4,Caretta caretta
2004,95.5,Caretta caretta
2004,95.6,Caretta caretta
2004,96.2,Caretta caretta
2004,96.2,Caretta caretta
2004,96.3,Caretta caretta
2004,96.9,Caretta caretta
2004,97.2,Caretta caretta
2004,97.3,Caretta caretta
2004,97.4,Caretta caretta
2004,97.7,Caretta caretta
2004,98.3,Caretta caretta
2004,98.4,Caretta caretta
2004,98.4,Caretta caretta
2004,98.6,Caretta caretta
2004,98.6,Caretta caretta
2004,98.7,Caretta caretta
2004,98.7,Caretta caretta
2004,99.2,Caretta caretta
2004,99.3,Caretta caretta
2004,99.3,Caretta caretta
2004,99.3,Caretta caretta
2004,99.9,Caretta caretta
2004,100,Caretta caretta
2004,101.6,Caretta caretta
2004,102.4,Caretta caretta
2004,102.7,Caretta caretta
